reviewer,time,context,ranking,Chi nhánh,Sentiment,pre_context,tokens
Kiet T. Vo,10 tháng trước,"CGV tọa lạc tại L3 bên trong khu mua sắm Aeon nổi tiếng trong khu vực. Sau khi xem một số chương trình, bạn có thể thưởng thức nhiều loại món ăn ngay bên ngoài.",5,CGV AEON Bình Tân,1,cgv tọa lạc l3 khu mua sắm aeon nổi tiếng khu vực chương trình thể thưởng thức món,"['cgv', 'tọa_lạc', 'l3', 'khu', 'mua_sắm', 'aeon', 'nổi_tiếng', 'khu_vực', 'chương_trình', 'thể', 'thưởng_thức', 'món']"
Tuấn Ngô Văn,6 tháng trước,"Tốt, sạch sẽ, an toàn, mua sắm cho mọi nhà.",5,CGV Sư Vạn Hạnh,1,sạch an toàn mua sắm,"['sạch', 'an_toàn', 'mua_sắm']"
Trang Huỳnh,2 năm trước,"Mình thấy chất lượng không như mình mong đợi lắm, màn hình bộ phim mình chọn xem không to lắm, ghế thì đối với mình hơi không thoải mái so với các rạp CGV khác.",5,CGV Vincom Đồng Khởi,1,chất mong đợi lắm màn hình phim to lắm ghế đối hơi thoải mái rạp cgv,"['chất', 'mong_đợi', 'lắm', 'màn_hình', 'phim', 'to', 'lắm', 'ghế', 'đối', 'hơi', 'thoải_mái', 'rạp', 'cgv']"
Group Hoang Phu,3 năm trước,"Rạp đẹp, không gian rộng rãi, ít nhân viên.",5,CGV CT,1,rạp đẹp gian rộng rãi nhân viên,"['rạp', 'đẹp', 'gian', 'rộng_rãi', 'nhân_viên']"
Ngo Nhan (TNT),2 năm trước,"Nơi tuyệt vời để tụ tập nhưng thỉnh thoảng rất đông đúc.
Đã mở rộng như kích thước gấp đôi kể từ một vài năm trước. Bây giờ tôi đoán là đủ cho tất cả mọi người.",5,CGV Celadon,1,tuyệt vời tụ tập thỉnh thoảng đông đúc rộng kích thước gấp đôi bây đoán tất,"['tuyệt_vời', 'tụ_tập', 'thỉnh_thoảng', 'đông_đúc', 'rộng', 'kích_thước_gấp', 'đôi', 'bây', 'đoán', 'tất']"
Son Dao,4 năm trước,Trưa nay yên tĩnh quá. Chắc do dịch bệnh...,5,CGV Hoàng Văn Thụ,1,trưa yên tĩnh dịch bệnh,"['trưa', 'yên_tĩnh', 'dịch_bệnh']"
Linh Nguyen,một tháng trước,"CGV Aeon Mall Bình Tân đã có mặt tại TP HCM khá là lâu, vào năm 2016. Rạp ở tầng 3 của khu TTTM Aeon Mall Bình Tân, Quận Bình Tân với diện tích sàn tổng cộng lên đến 114.000m2. CGV Bình Tân thường có các chương trình khuyến mãi thường xuyên, là điểm đến để tái tạo năng lượn tuyệt vời, rất lý tưởng cho mọi đối tượng.",5,CGV AEON Bình Tân,1,cgv aeon mall bình tân mặt tp hcm 2016 rạp tầng 3 khu tttm aeon mall bình tân bình tân diện tích sàn tổng cộng 114 000m2 cgv bình tân chương trình khuyến mãi xuyên tái năng lượn tuyệt vời lý tưởng đối tượng,"['cgv', 'aeon', 'mall', 'bình', 'tân', 'mặt', 'tp', 'hcm', '2016', 'rạp', 'tầng', '3', 'khu', 'tttm', 'aeon', 'mall', 'bình', 'tân', 'bình', 'tân', 'diện_tích', 'sàn', 'tổng_cộng', '114', '000m2', 'cgv', 'bình', 'tân', 'chương_trình', 'khuyến_mãi', 'xuyên', 'tái_năng', 'lượn', 'tuyệt_vời', 'lý_tưởng', 'đối_tượng']"
Malatesh B N,8 năm trước,"Khách sạn rất tốt. khoảng cách đi bộ đến nhiều địa điểm du lịch và nhà hàng. Khách sạn rất gọn gàng, nhân viên rất lịch sự và thân thiện. Cơ sở vật chất rất tốt",5,CGV Liberty Citypoint,1,sạn đi địa du lịch hàng sạn gọn gàng nhân viên lịch thân thiện sở vật chất,"['sạn', 'đi', 'địa', 'du_lịch', 'hàng', 'sạn', 'gọn_gàng', 'nhân_viên', 'lịch', 'thân_thiện', 'sở', 'vật_chất']"
Anh Nguyễn,4 tháng trước,"Điểm mà tôi đánh giá 2 sao là việc đi bộ đến đó và khi bạn bước vào khu vực đồ ăn và đồ uống, bạn sẽ cảm thấy hơi tối giản. Không biết phải đi đâu một nửa thời gian và tôi đã đến đó nhiều lần. Nhân viên cũng có thể hữu ích hơn. Rạp sạch sẽ …",5,CGV Sư Vạn Hạnh,1,đánh giá 2 đi khu vực đồ đồ uống cảm hơi tối giản đi nửa thời gian nhân viên thể hữu ích rạp sạch,"['đánh_giá', '2', 'đi', 'khu_vực', 'đồ', 'đồ', 'uống', 'cảm_hơi', 'tối_giản', 'đi', 'nửa', 'thời_gian', 'nhân_viên', 'thể', 'hữu_ích', 'rạp', 'sạch']"
hoang nghia dang,3 năm trước,"Rạp ok, dưới hầm Landmark 81 rất thuận tiện",5,CGV Vincom Center Landmark,1,rạp ok hầm landmark 81 thuận tiện,"['rạp', 'ok', 'hầm', 'landmark', '81', 'thuận_tiện']"
Nguyễn Nguyên,3 tuần trước,"Nếu có U23, có mã giảm giá, thì phải đi CGV",5,CGV Sư Vạn Hạnh,1,u23 mã giá đi cgv,"['u23', 'mã', 'giá', 'đi', 'cgv']"
Phan Le Duy Anh,3 năm trước,"Rạp mới , vằng nhưng đẹp, thích vì gần nhà.",5,CGV Lý Chính Thắng,1,rạp vằng đẹp,"['rạp', 'vằng', 'đẹp']"
Ricardo Glenn,một tháng trước,Có vẻ như tâm trạng Giáng sinh vào tháng 10,5,CGV Giga Mall Thủ Đức,1,vẻ tâm trạng giáng sinh 10,"['vẻ', 'tâm_trạng', 'giáng_sinh', '10']"
Ngô Nguyễn Như Thủy,3 tháng trước,"Không gian của rạp rất rộng rãi, thoải mái và sạch sẽ. Tuy nhiên, mình đã gặp một chút bất tiện khi cần gửi đồ vì phải chờ khoảng 10 phút mới thấy bạn nhân viên.",5,CGV Giga Mall Thủ Đức,1,gian rạp rộng rãi thoải mái sạch nhiên chút bất tiện gửi đồ chờ 10 phút nhân viên,"['gian', 'rạp', 'rộng_rãi', 'thoải_mái', 'sạch', 'nhiên', 'chút', 'bất_tiện', 'gửi', 'đồ', 'chờ', '10', 'phút', 'nhân_viên']"
L,5 năm trước,"Hạng Vàng thật tuyệt vời!

Chi phí: 300.000",5,CGV Liberty Citypoint,1,hạng vàng tuyệt vời chi phí 300 000,"['hạng', 'vàng', 'tuyệt_vời', 'chi_phí', '300', '000']"
Anh Sáu Củ Chi,một năm trước,"Xem phim rất hay đồ ăn ngon, bán đồ phù hợp",5,CGV Satra Củ Chi,1,phim đồ ngon đồ phù hợp,"['phim', 'đồ', 'ngon', 'đồ', 'phù_hợp']"
Hy Hoàng,6 năm trước,"Nhân viễn dễ thương, nhưng có mấy người vào trễ làm ồn ào mất tập chung vào phim, mọi ng đi xem phim hãy nhớ đúng h giùm đừng để ngkhác cũng bị ảnh hưởng do mình",5,CGV Vivo City,1,nhân viễn thương mấy trễ ồn tập phim ng đi phim h giùm đừng ngkhác ảnh hưởng,"['nhân', 'viễn', 'thương', 'mấy', 'trễ', 'ồn', 'tập', 'phim', 'ng', 'đi', 'phim', 'h', 'giùm', 'đừng', 'ngkhác', 'ảnh_hưởng']"
I.U Aaron,5 năm trước,Giá 4D rẻ hơn ở Hàn Quốc. Tôi rất thích nó.,5,CGV Vivo City,1,giá 4d rẻ hàn quốc,"['giá', '4d', 'rẻ', 'hàn_quốc']"
Nguyen Giang (mrbegiang),5 năm trước,"Sang trọng, đẳng cấp, hợp túi tiền, nhân viên khá thân thiện và nhiệt tình, nghiệp vụ tốt, nhà cách chỉ 2km, đây là nơi giải trí của mình vào mỗi chủ nhật.",5,CGV Celadon,1,trọng đẳng hợp túi tiền nhân viên thân thiện nhiệt tình nghiệp vụ 2km giải trí chủ nhật,"['trọng', 'đẳng', 'hợp', 'túi_tiền', 'nhân_viên', 'thân_thiện', 'nhiệt_tình', 'nghiệp_vụ', '2km', 'giải_trí', 'chủ_nhật']"
Hoang Anh Nguyen Duong,7 tháng trước,Dịch vụ ăn uống và hiệu sách tốt cho trẻ em,5,CGV Sư Vạn Hạnh,1,dịch vụ uống hiệu sách trẻ,"['dịch_vụ', 'uống', 'hiệu', 'sách', 'trẻ']"
Linh Nguyen,5 năm trước,Thực sự tốt. Trải nghiệm 4DX thật vượt trội,5,CGV Hoàng Văn Thụ,1,thực trải nghiệm 4dx trội,"['thực', 'trải', 'nghiệm', '4dx', 'trội']"
Vo Xuan Hung,một năm trước,"Đánh giá 5* bạn nhân viên và bạn supervisor/leader phụ trách ca tối ngày 4-2, phim Avatar.
Rất đánh giá cao nghiệp vụ, cách xử lý của bạn trai leader. Vote 5* …",5,CGV Vincom Center Landmark,1,đánh giá 5* nhân viên supervisor leader phụ trách ca tối 4 2 phim avatar đánh giá nghiệp vụ xử lý trai leader vote 5*,"['đánh_giá', '5', '*', 'nhân_viên', 'supervisor', 'leader', 'phụ_trách', 'ca', 'tối', '4', '2', 'phim', 'avatar', 'đánh_giá', 'nghiệp_vụ', 'xử_lý', 'trai', 'leader', 'vote', '5', '*']"
Huy_,7 tháng trước,"Đi xem phim Mai hồi mùng 1 Tết, chỉ có CGV là còn mở. Các bạn nhân viên phục vụ tốt, nch dễ thương, làm việc nhanh gọn, cô lao công nói chuyện rất dễ thương. <3",5,CGV Satra Củ Chi,1,đi phim mai hồi mùng 1 tết cgv nhân viên phục vụ nch thương gọn lao công thương <3,"['đi', 'phim', 'mai', 'hồi', 'mùng', '1', 'tết', 'cgv', 'nhân_viên', 'phục_vụ', 'nch', 'thương', 'gọn', 'lao_công_thương', '<', '3']"
Khoa Nguyen,4 năm trước,Rạp okie! Nhân viên dễ thương hơn ở ct plaza,5,CGV Vincom Gò vấp,1,rạp okie nhân viên thương ct plaza,"['rạp', 'okie', 'nhân_viên', 'thương', 'ct', 'plaza']"
tomato Hạnh Nguyễn,5 năm trước,"Rạp chiếu phim nhà máy
Gần sân bay
Gần chợ …",5,CGV Vincom Gò vấp,1,rạp chiếu phim máy sân bay chợ,"['rạp', 'chiếu_phim', 'máy', 'sân_bay', 'chợ']"
HỔ HOÀNG PHI (Phi Hổ PMH),một năm trước,"Đừng chụp mà
“anh cần sự riêng tư em ơi” 🤣 …",5,CGV Cresent Mall,1,đừng chụp “anh tư ơi”,"['đừng', 'chụp', '“', 'anh', 'tư', 'ơi', '”']"
Máy Làm Kem Tươi Hải Âu,6 năm trước,"Mình rất thích rạp chiếu phim này, đặc biệt là thích ngồi ở sảnh chờ, thưởng thức ly kem tươi. Sảnh chờ đây đây rất rộng rãi, sạch sẽ và có không gian rất đẹp.",5,CGV Thảo Điền,1,rạp chiếu phim đặc biệt sảnh chờ thưởng thức ly kem tươi sảnh chờ rộng rãi sạch gian đẹp,"['rạp', 'chiếu_phim', 'đặc_biệt', 'sảnh', 'chờ', 'thưởng_thức', 'ly', 'kem', 'tươi', 'sảnh', 'chờ', 'rộng_rãi', 'sạch', 'gian', 'đẹp']"
Phát Lee,5 năm trước,"Nhân viên phục vụ tốt
Phòng xem phim sạch sẽ",5,CGV Satra Củ Chi,1,nhân viên phục vụ phòng phim sạch,"['nhân_viên', 'phục_vụ', 'phòng', 'phim', 'sạch']"
Lộc Thọ Nguyễn,7 năm trước,Nằm trong ks Liberty. Có phòng Gold Class...,5,CGV Liberty Citypoint,1,nằm ks liberty phòng gold class,"['nằm', 'ks', 'liberty', 'phòng', 'gold', 'class']"
37 - Nguyễn Hoàng Thiên Trang,4 tháng trước,"nhân viên nhiệt tình, rạp sạch sẽ, rất thích",5,CGV Vincom Center Landmark,1,nhân viên nhiệt tình rạp sạch,"['nhân_viên', 'nhiệt_tình', 'rạp', 'sạch']"
Daniel Tran,7 năm trước,Dù tôi đến vào lúc nào thì rạp vẫn luôn có chỗ ngồi tốt. Có lẽ vì khu mua sắm nhỏ vẫn đang được cải tạo nên không có nhiều người đến khu vực này của thành phố.,5,CGV Thảo Điền,1,rạp chỗ lẽ khu mua sắm cải khu vực thành phố,"['rạp', 'chỗ', 'lẽ', 'khu', 'mua_sắm', 'cải', 'khu_vực', 'thành_phố']"
Binh Nguyen Thai,6 năm trước,Dịch vụ khách hàng thực sự tốt và tuyệt vời.,5,CGV Pearl Plaza,1,dịch vụ hàng thực tuyệt vời,"['dịch_vụ', 'hàng', 'thực', 'tuyệt_vời']"
Thỏ NuNu,3 tháng trước,"Ok nhe
Máy lạnh ok
Thang máy ok
Nhân viên ok",5,CGV Lý Chính Thắng,1,ok nhe máy lạnh ok thang máy ok nhân viên ok,"['ok', 'nhe', 'máy_lạnh', 'ok', 'thang_máy', 'ok', 'nhân_viên', 'ok']"
Gia Linh Luu,7 năm trước,"Trang trí đẹp, bỏng ngô ngon, chất lượng tốt",5,CGV Hoàng Văn Thụ,1,trang trí đẹp bỏng ngô ngon chất,"['trang_trí', 'đẹp', 'bỏng', 'ngô', 'ngon', 'chất']"
Le Ngoc Hoa,6 tháng trước,"Đủ tiện ích để giải trí, ăn uống, mua sắm...",5,CGV Vincom Thủ Đức,1,tiện ích giải trí uống mua sắm,"['tiện_ích', 'giải_trí', 'uống', 'mua_sắm']"
Khang Nguyễn,5 năm trước,"Không gian rất rộng, thoải mái khi đến xem phim. Nhân viên phục vụ rất tốt, rất hài lòng về chất lượng phục. Bắp và nước ở đây rất ngon, mình rất thích đến các cụm rạp CGV để thưởng thức những bộ phim chiếu rạp. CGV VivoCity là một nơi rất …",5,CGV Vivo City,1,gian rộng thoải mái phim nhân viên phục vụ hài chất phục bắp ngon cụm rạp cgv thưởng thức phim chiếu rạp cgv vivocity,"['gian', 'rộng', 'thoải_mái', 'phim', 'nhân_viên', 'phục_vụ', 'hài', 'chất', 'phục', 'bắp', 'ngon', 'cụm', 'rạp', 'cgv', 'thưởng_thức', 'phim', 'chiếu', 'rạp', 'cgv', 'vivocity']"
Thanh Mai Hà,6 năm trước,"Rất thích đi xem ở CGV hiuhiu.
Từ nhân viên ở quầy bán vé, tới quầy dịch vụ, quầy bắp nc và nvien trong rạp ai cũng nice cũng xinh cũng chuyên nghiệp hết ;-; …",5,CGV Vincom Gò vấp,1,đi cgv hiuhiu nhân viên quầy vé quầy dịch vụ quầy bắp nc nvien rạp nice xinh chuyên nghiệp,"['đi', 'cgv', 'hiuhiu', 'nhân_viên', 'quầy', 'vé', 'quầy', 'dịch_vụ', 'quầy', 'bắp', 'nc', 'nvien', 'rạp', 'nice', 'xinh', 'chuyên_nghiệp']"
thuha nguyen,một năm trước,"Không gian thoáng mát, sạch sẽ, nhưng phòng vệ sinh hơi dơ. Quán cũng k đa dạng, hơi vắng, đi trung tâm thương mại mất tiền giữ xe nữa thì cũng không thích lắm",5,CGV Vincom Gò vấp,1,gian thoáng mát sạch phòng vệ sinh hơi dơ quán k đa dạng hơi vắng đi trung tâm thương mại tiền xe lắm,"['gian', 'thoáng', 'mát', 'sạch', 'phòng_vệ_sinh', 'hơi', 'dơ', 'quán', 'k', 'đa_dạng', 'hơi', 'vắng', 'đi', 'trung_tâm', 'thương_mại', 'tiền', 'xe', 'lắm']"
Thắng Lê Đức,5 năm trước,Rạp cinema 2 nhỏ nhưng tất cả đều là ghế đôi,5,CGV Liberty Citypoint,1,rạp cinema 2 tất ghế đôi,"['rạp', 'cinema', '2', 'tất', 'ghế', 'đôi']"
Trúc Nguyễn,một năm trước,"Bãi xe hơi khó đi.
Thang máy xịn xò nhiều thang không chờ đợi lâu.
Rạp phim rộng lắm nha, ghế ngồi vi vu, trang trí đẹp, thoáng, sạch sẽ, nhân viên nhiệt tình.",5,CGV Pearl Plaza,1,bãi xe hơi đi thang máy xịn xò thang chờ đợi rạp phim rộng lắm nha ghế vi vu trang trí đẹp thoáng sạch nhân viên nhiệt tình,"['bãi', 'xe_hơi', 'đi', 'thang_máy', 'xịn', 'xò', 'thang', 'chờ_đợi', 'rạp', 'phim', 'rộng', 'lắm', 'nha', 'ghế', 'vi_vu', 'trang_trí', 'đẹp', 'thoáng', 'sạch', 'nhân_viên', 'nhiệt_tình']"
Phi Nguyễn Nam,2 năm trước,"Cuối tuần đi vui chơi tại Giga Maill Thủ Đức. Trung tâm có rất nhiều dịch vụ như ăn uống. Vui chơi, mua sắm ... Nơi thư giãn cùng gia đình cuối tuần tuyệt vời.",5,CGV Giga Mall Thủ Đức,1,tuần đi vui giga maill thủ đức trung tâm dịch vụ uống vui mua sắm thư giãn gia đình tuần tuyệt vời,"['tuần', 'đi', 'vui', 'giga', 'maill', 'thủ', 'đức', 'trung_tâm', 'dịch_vụ', 'uống', 'vui', 'mua_sắm', 'thư', 'giãn', 'gia_đình', 'tuần', 'tuyệt_vời']"
Tony Motobikes,một năm trước,"Siêu to lổng khồ, đi bộ mỏi chân luôn. Gia đình nào có bé dẫn theo cho bé chơi trò chơi trọ gói 200k/bé, ba mẹ thì nằm ghế massage 30k/18 phút là hết bài luôn.",5,CGV AEON Bình Tân,1,siêu to lổng khồ đi mỏi chân gia đình bé bé trò trọ gói 200k bé mẹ nằm ghế massage 30k 18 phút,"['siêu', 'to', 'lổng', 'khồ', 'đi', 'mỏi', 'chân', 'gia_đình', 'bé', 'bé', 'trò', 'trọ', 'gói', '200k', 'bé', 'mẹ', 'nằm', 'ghế', 'massage', '30k', '18', 'phút']"
Nick Hoang,5 năm trước,"Một trong những trung tâm mua sắm tốt nhất Sài Gòn, chắc chắn là tốt nhất ở Q7. Bạn sẽ có thể tìm thấy khá nhiều thứ bạn cần ở đây. Nhiều lựa chọn giải trí quá!",5,CGV Vivo City,1,trung tâm mua sắm sài gòn chắn q7 thể lựa giải trí,"['trung_tâm', 'mua_sắm', 'sài_gòn', 'chắn', 'q7', 'thể', 'lựa', 'giải_trí']"
Duy Huynh,4 năm trước,Âm thanh và hình ảnh tại đây thật tuyệt vời,5,CGV Pandora City,1,âm hình ảnh tuyệt vời,"['âm', 'hình_ảnh', 'tuyệt_vời']"
Vinh P. Mai,một năm trước,Chỗ ngồi rất thoải mái cho một bộ phim dài.,5,CGV Pearl Plaza,1,chỗ thoải mái phim,"['chỗ', 'thoải_mái', 'phim']"
M Ng,5 năm trước,Nơi này bị đánh giá thấp quá! Đẹp và ấm cúng,5,CGV Hoàng Văn Thụ,1,đánh giá đẹp ấm cúng,"['đánh_giá', 'đẹp', 'ấm_cúng']"
Hoangkhanhbc Nguyen,một tháng trước,"Rạp rất sạch sẽ , thuận lợi trong việc gửi xe 👍 …",5,CGV AEON Bình Tân,1,rạp sạch thuận lợi gửi xe,"['rạp', 'sạch', 'thuận_lợi', 'gửi', 'xe']"
Tuấn Pikachu,5 năm trước,Có rất nhiều phim hay và cũng rất là gần nhad,5,CGV Saigonres Nguyễn Xí,1,phim nhad,"['phim', 'nhad']"
Ngọc Trần Bảo,7 tháng trước,Sạch đẹp với rất nhiều tiện ích cho mọi người,5,CGV Cresent Mall,1,sạch đẹp tiện ích,"['sạch', 'đẹp', 'tiện_ích']"
Vex Ahri,một năm trước,"Giá vé xem phim mỗi người vào khoảng 6.000 won và 7.000 won.
Tôi nghĩ bộ bỏng ngô có giá khoảng 10.000 won.
Đó là một bộ phim lúc 10:30 tối và tôi nghĩ chỉ có 4 nhóm 3 người xem nó.
Trời rất mát nên tôi khuyên bạn nên mang theo chăn đầu gối.",5,CGV Vivo City,1,giá vé phim 6 000 won 7 000 won bỏng ngô giá 10 000 won phim 10 30 tối 4 3 trời mát khuyên chăn đầu gối,"['giá', 'vé', 'phim', '6', '000', 'won', '7', '000', 'won', 'bỏng', 'ngô', 'giá', '10', '000', 'won', 'phim', '10', '30', 'tối', '4', '3', 'trời', 'mát', 'khuyên', 'chăn', 'đầu_gối']"
Phạm Phong,4 tháng trước,"Đã trải nghiệm ở đây và thấy rất hài lòng,bắp ngon,nhân viên siêu nhiệt tình
Đặc biệt là có lời khen đối với rạp IMAX và Goldclass
Nói chung là rất okelaaa",5,CGV Vincom Center Landmark,1,trải nghiệm hài bắp ngon nhân viên siêu nhiệt tình đặc biệt khen đối rạp imax goldclass okelaaa,"['trải', 'nghiệm', 'hài', 'bắp', 'ngon', 'nhân_viên', 'siêu', 'nhiệt_tình', 'đặc_biệt', 'khen', 'đối', 'rạp', 'imax', 'goldclass', 'okelaaa']"
Pham Van Dung,2 năm trước,"chỉ có bán bắp, nước. không bán xúc xích ăn thêm",5,CGV Satra Củ Chi,1,bắp xúc xích,"['bắp', 'xúc_xích']"
Linh Nguyen,một năm trước,Rạp chiếu phim này không đông đúc. Thích nơi này,5,CGV Lý Chính Thắng,1,rạp chiếu phim đông đúc,"['rạp', 'chiếu_phim', 'đông_đúc']"
Thanh Tân Mai,3 năm trước,"Chi nhánh mới của cgv, tòa nhà rất đẹp, view đẹp",5,CGV Lý Chính Thắng,1,chi nhánh cgv tòa đẹp view đẹp,"['chi_nhánh', 'cgv', 'tòa', 'đẹp', 'view', 'đẹp']"
Phuong Tran,6 tháng trước,Một quán ăn Thái nên trải nghiệm nằm trong khu trung tâm thương mại Vạn Hạnh Mall. Món ăn Thái nhưng được làm không quá cay phù hợp với khẩu vị người Việt.,5,CGV Sư Vạn Hạnh,1,quán thái trải nghiệm nằm khu trung tâm thương mại vạn hạnh mall món thái cay phù hợp khẩu vị việt,"['quán', 'thái', 'trải', 'nghiệm', 'nằm', 'khu', 'trung_tâm', 'thương_mại', 'vạn', 'hạnh', 'mall', 'món', 'thái', 'cay', 'phù_hợp_khẩu_vị', 'việt']"
