reviewer,time,context,ranking,Chi nhánh,Sentiment
Phạm Huy Hạnh,5 năm trước,Coi phim ở đây hoài hoài luôn. Không gian rộng rãi và sạch sẽ. Có nhiều bàn ghế để ngồi chờ nữa.,5,CGV Sư Vạn Hạnh,1
Trâm,4 tháng trước,"rất thích coi IMAX ở đây, món tokbokki phô mai cũng rất ngon, rạp đẹp nhân viên thân thiện sẽ quay lại nhiều lần",5,CGV Vincom Center Landmark,1
Ruby Ruby,một năm trước,"Địa điểm ưu tiên gần nhà, dịch vụ nhanh chuẩn, sạch sẽ, nhiều suất chiếu, đi hẹn hò đi ăn thoải mái không Xô Bồ.",5,CGV Cresent Mall,1
Nguyễn Minh Chiến,3 năm trước,CGV ở đây rất ok. Rạp nhiều chổ chụp ảnh. Rạp chiếu phim khá to. Nhân viên thân thiện toilet rất sạch sẽ. 🎞️🎞️ …,5,CGV Pearl Plaza,1
Nhật Hoà,3 tháng trước,"To và rộng hơn so với những gì mình tưởng,hơi khó khăn cho mình vì có cả tầng b-1-2-3",5,CGV Vincom Đồng Khởi,1
Cận Huy,7 tháng trước,"Nhân viên nhiệt tình, dễ thương, thân thiện. Sẽ đến CGV nì coi phim nhiều hơn nữa 🥰 …",5,CGV Vincom Thủ Đức,1
Suchi TV,5 năm trước,"CGV nằm ngay dưới chân cầu vượt đi bộ Điện Biên Phủ luôn nhé.
Rộng rãi thoáng mát.
Vào đây xem phim cũng ok nhé.",5,CGV Pearl Plaza,1
Thái Sơn TV - HR mgnt,5 năm trước,"Địa điểm đẹp, bạn có thể tìm thấy tất cả các loại ghế xem phim mà bạn muốn: Bình thường, Sweetbox, L' amour v.v.",5,CGV Hoàng Văn Thụ,1
Loan Dinh,một năm trước,"khu vui chơi rộng lớn, đầy đủ các dich vụ ăn uống, mua sắm, thích hợp cho cả gia đình",5,CGV Celadon,1
Làng đại học Nhà bè,4 năm trước,"nơi giải trí cuối tuần đẹp. hay xem phim tại đây, cgv giá mắc hơn so với các rạp khác",5,CGV Vivo City,1
Mduy Nguyen Le,3 năm trước,"Công bằng nhưng không tốt cho một rạp chiếu phim, không chuyên nghiệp nhưng công bằng",5,CGV Vincom Thủ Đức,1
Kitty Hello,5 năm trước,"Rất thích ở đây, khu sạch sẽ rạp phim mới + chỗ ngồi chờ ngay bên cạnh khi vui chơi người lớn nên rất thuận tiện",5,CGV Vincom Gò vấp,1
Giang Le,5 năm trước,Đôi lúc chúng ta cần thư giãn trong những ngày đi làm căn thẳng là một nơi tuyệt vời,5,CGV Giga Mall Thủ Đức,1
Kyle Nguyen,5 năm trước,"Không gian nhỏ, sạch sẽ và được trang trí đẹp mắt, tạo cảm giác ấm cúng và trang nhã.",5,CGV Liberty Citypoint,1
Thuy Vo Thi Thanh,một năm trước,"Vị trí trung tâm, dễ tìm. Rạp đẹp, xịn. Coi phim xong có thể ăn Haidilao ngay kế bên.",5,CGV Vincom Đồng Khởi,1
Danol Jol,5 năm trước,Có khuyến mãi có sinh viên khi đi xem phim. Nhớ cầm theo thẻ sinh viên hoặc cmnd theo.,5,CGV Thảo Điền,1
柯點點,2 tháng trước,"Nó có vị rất ngon, bạn có thể ăn hai bát mì sa tế cùng một lúc mà không gặp vấn đề gì.",5,CGV Sư Vạn Hạnh,1
Michael Edwards,2 tháng trước,Nhà hát nhỏ nhưng phục vụ đúng mục đích và thường có những chiếc cốc sưu tầm dễ thương.,5,CGV Liberty Citypoint,1
Quynhdora Lê,một năm trước,Tuyệt vời lun ạ. Cũng giống các rạp khác thôi mà bắp rang vs nước xoài đào ngon ghê lun,5,CGV Vincom Gò vấp,1
Ps Nguyễn,2 năm trước,"Rạp to, chất lượng. Khoảng cách các hàng ghế lớn, ngồi thoải mái. Nhân viên thân thiện.",5,CGV Vincom Đồng Khởi,1
Nhi Lê,5 năm trước,Cung cấp Imax 4DX và Gold Class. Vị trí tuyệt vời. 6.000 cho bãi đậu xe máy. Đáng tiền.,5,CGV Hoàng Văn Thụ,1
Tzooff,5 năm trước,"Rạp chiếu phim tuyệt vời
giá cả tuyệt vời
Tôi khuyên bạn nên dùng bỏng ngô thông thường",5,CGV Vincom Đồng Khởi,1
Spicy Cake,5 năm trước,"Rất sạch sẽ, nhân viên rất thân thiện, không quá đông đúc nên rất thích hợp để thư giãn",5,CGV AEON Bình Tân,1
Jackie Phạm Tường Huy,5 năm trước,"Yêu nơi này với nhiều sự lựa chọn về phòng Imax, 4DX, Gold Class, Premium & normal!!!
Nhân viên thật tuyệt vời!",5,CGV Vincom Center Landmark,1
Linh Trần,6 năm trước,"Rạp rộng rãi.
Nhân viên tư vấn nhiệt tình.
Mình hay coi ở đây vì ở đây thoáng người <3",5,CGV Saigonres Nguyễn Xí,1
Huy Nguyen,một năm trước,Rạp chiếu phim rất đẹp nằm tầng 5 vincom thủ đức. Ok ok ok ok ok ok. Ok rất tốt very …,5,CGV Vincom Thủ Đức,1
liên phạm -tv,2 năm trước,"Hiện đại , thích hợp cho gia đình ăn uống , vui chơi,mua sắm , từ cao cấp tới bình dân",5,CGV Giga Mall Thủ Đức,1
Anh Vy,2 tháng trước,"Không gian rộng, giá vé hơi chênh hơn so với các chỗ khác. Bắp nước ngon, nên ghé thử trải nghiệm nha mọi người.",5,CGV Giga Mall Thủ Đức,1
Thu Tran,7 năm trước,"Rạp đẹp, chất lượng âm thanh & hình ảnh tốt, nhân viên nhiệt tình, nhà vệ sinh sạch sẽ",5,CGV CT,1
19.Triệu Đoan Kỳ,4 tháng trước,"Rạp to đùng, mấy bạn nhân viên đúng dễ thương nói chuyện nhẹ nhàng, đồ ăn bên này ngon nói chung là cho 10 điểm",5,CGV Giga Mall Thủ Đức,1
Lu Lu,5 năm trước,"CGV chất lượng cao, sáng mai đi xem ~ bạn có cơ hội tận hưởng những tiện ích của rạp chiếu phim riêng (không có ai ở cả nơi), bạn có thể quẹt thẻ, nhân viên có thể nói tiếng Anh, bạn có thể yêu cầu DM phim theo ý muốn, môi trường đẹp và gọn gàng",5,CGV Liberty Citypoint,1
Gavin Brown,2 năm trước,"Nơi này lớn.
vợ tôi và tôi đã dành 6 giờ nhìn quanh đó.
khu ẩm thực lớn với giá tốt. …",5,CGV AEON Bình Tân,1
Andrew long,một năm trước,Trung tâm mua sắm rất đẹp. Vô số tầng với các cửa hàng và nhà hàng.  Rất khuyến khích.,5,CGV Sư Vạn Hạnh,1
EryU CasterN,5 năm trước,"Chổ này được, phục vụ ổn đi xem phim xong có thể ra ngoài ăn uống, hầm giữ xe giá 4k …",5,CGV Sư Vạn Hạnh,1
Huy Pho,5 năm trước,"Hồi kết của kẻ báo thù :)
Rạp chiếu phim hoàn hảo cho những người muốn một nơi yên tĩnh và những người lịch sự.",5,CGV Liberty Citypoint,1
Văn Khánh Phan,3 năm trước,Không gian đẹp. Thoải mái như bất kỳ chi nhánh khác của CGV. Ghé thăm cùng trải nghiệm,5,CGV Lý Chính Thắng,1
Chu Thủy,6 tháng trước,"Nhiều suất chiếu, âm thanh tốt. Nhân viên phục vụ chuyên nghiệp. Ghế trong rạp hơi cũ. Không gian chờ rộng rãi.",5,CGV Vivo City,1
Thu Pham,6 năm trước,Cgv thấy rộng rãi đẹp và có nhìu chỗ sống ảo cho giới trẻ. Góc nào chụp cũng đẹp. Dạo này  cgv còn giảm giá có 49k/vé siêu rẻ nên hai ba tuần lại đi coi phim. Mìn thì thích yên ắng nên ở đây rất hợp với mình không đông đúc mà tha hồ sống ảo hehe,5,CGV Hoàng Văn Thụ,1
Youtube - Thomas1980,một năm trước,Trung tâm mua sắm lớn. Nó thậm chí còn có một sân trượt băng. Nhiều cửa hàng và nhiều nhà hàng mời bạn nán lại.,5,CGV Vincom Center Landmark,1
Catalin Chitu,6 năm trước,"Có lẽ trải nghiệm rạp chiếu phim tốt nhất tại Thành phố Hồ Chí Minh: IMAX, 4DX, 3D, 2D",5,CGV Vivo City,1
Scott D,5 năm trước,"Rạp chiếu phim tuyệt vời, chúng tôi đến đây mọi lúc vì nó không quá bận rộn và sạch sẽ.",5,CGV Hoàng Văn Thụ,1
Thiện Lê,4 tháng trước,Rạp chiếu phim ổn hầu như cái quà tặng độc quyền đều có ở rạp nhưng chỉ tiếc hết nhanh quá không lấy kịp thôi;-;,5,CGV Satra Củ Chi,1
Jean Pham,7 năm trước,Tôi thích nơi này vì nó không bao giờ đông đúc nên bạn có thể chọn chỗ ngồi dễ dàng.,5,CGV Thảo Điền,1
Hieu Tran,3 tháng trước,Giá cao hơn những CGV khác nhưng chất lượng rạp IMAX khá tốt thậm chí là hơn nếu so với các rạp IMAX ở Thái và Mỹ.,5,CGV Sư Vạn Hạnh,1
Nguyen Huuloc,7 năm trước,"Nhiều khu vui chơi có cả siêu thị BIG C, rộng rãi ,thoáng mát, nhân viên thân thiện",5,CGV Pandora City,1
Tfarm,6 năm trước,Yêu thích rạp chiếu phim IMAX 3D. Đừng bao giờ thử 4DX. Yêu trung tâm mua sắm quá.,5,CGV Vivo City,1
Phuong Nguyen,7 năm trước,"Rạp nằm hẳn trên 1 tầng nên rất rộng rãi, thoáng, nhiều chỗ ngồi thoải mái. Nhân viên CGV thì luôn thân thiện rồi!",5,CGV Pearl Plaza,1
Dac NGUYEN,5 năm trước,Nhà hát ấm cúng và nhỏ. Chỉ khoảng 50 cho một phòng tiêu chuẩn nên có thể nó phù hợp với tôi. Yên tĩnh và bình yên.,5,CGV Vincom Đồng Khởi,1
김선호,một năm trước,Đây là lần đầu tiên tôi đến rạp chiếu phim ở Việt Nam và tôi rất thích Baby Shark.,5,CGV Sư Vạn Hạnh,1
Kevin Nguyen,5 năm trước,Trung tâm mua sắm tuyệt vời. Tôi thích nó. Họ rất sạch sẽ và rất thân thiện. Cũng rất cập nhật với mặt hàng của họ.,5,CGV Celadon,1
Nguyễn Lưu Thị Kim Thành,10 tháng trước,Nơi tốt đẹp. Nhân viên thân thiện. Nơi này còn cung cấp tủ đựng đồ cho khách hàng.,5,CGV Pearl Plaza,1
Đông Nguyễn Sỹ,một năm trước,Nơi đây có tất cả những gì bạn cần và trải nghiệm đẳng cấp của bạn khi đã ở đây👉 …,5,CGV Celadon,1
duc vo,2 năm trước,"Sạch sẽ, dịch vụ tốt. Không gian tốt để đi chơi với bạn bè. Chắc chắn được đề nghị",5,CGV Sư Vạn Hạnh,1
Uyên Nguyễn,4 năm trước,Dịch vụ ở đây rất tuyệt vời với đội ngũ nhân viên hữu ích và đồ ăn nhẹ ngon miệng.,5,CGV Giga Mall Thủ Đức,1
NGOC MINH Hoang,2 năm trước,Rạp chiếu phim ấm cúng nhưng ghế ngồi thoải mái hơn phần còn lại của hệ thống CGV.,5,CGV Vincom Đồng Khởi,1
Nhan Nguyen,2 năm trước,"Nơi tuyệt vời để thưởng thức phim. Không khí ấm áp và ấm cúng!!!
Rất khuyến khích!",5,CGV Thảo Điền,1
Trúc Minh,3 tháng trước,"Sweetbox riêng tư hàng sau cùng rất thoải mái, phù hợp cho cặp đôi. Bắp rang ngon.",5,CGV Vincom Center Landmark,1
Wacko Timo,một năm trước,Rạp chiếu phim nhỏ đáng yêu! Nhân viên rất tuyệt vời và giá cả hợp lý đến khó tin.,5,CGV Liberty Citypoint,1
Yen T,6 năm trước,Một điểm mạnh khiến rạp chiếu phim này tôi yêu thích là không bao giờ quá đông đúc,5,CGV Liberty Citypoint,1
CỔ Đặng Uyển Nhi,7 năm trước,"Đó là một nơi tốt và tiện lợi: rạp chiếu phim, ẩm thực, mua sắm, thể dục, siêu thị",5,CGV Pearl Plaza,1
nguyen vu,6 năm trước,"Đi dịp t2 cuối tháng đồng giá 50k, ghế đôi thoải mái riêng tư, có trụ photo ticket",5,CGV Liberty Citypoint,1
Dung Le,một năm trước,"Lâu lắm rồi mình mới comeback lại đây xem, thật sự tới còn hơn cả kỳ vọng, rạp sạch đẹp, to, các bạn nhân viên đưa vé và đưa bắp nước cho KH rất lịch sự dễ thương, làm dịch vụ nên tôi đánh giá cao quản lý ở CGV chi nhánh này rất hiệu quả. Toii sẽ quay lại đây dài dàii",5,CGV Hoàng Văn Thụ,1
Phuong Nguyen,7 năm trước,Rạp hơi nhỏ nhưng ấm cúng. Là một trong những rạp có giá vé đắt nhất hệ thống CGV. Nhân viên thân thiện và lịch sự.,5,CGV Liberty Citypoint,1
trieu cuong,7 năm trước,"Đây là một trung tâm mua sắm lớn đối với tôi. Có hàng trăm cửa hàng. 1 khu ẩm thực ở tầng dưới và khu vực nhà hàng nằm trên tầng 3. Nó có một rạp chiếu phim, một trung tâm trò chơi và một sân chơi bowling. Tôi đến đó khoảng 4 đến 5 lần một tuần. Thực sự thích nơi này.",5,CGV AEON Bình Tân,1
Karla Mans,6 năm trước,"Chúng tôi yêu thích CCV, dịch vụ luôn tuyệt vời và bỏng ngô phô mai thật tuyệt vời.",5,CGV Sư Vạn Hạnh,1
G Maya,4 năm trước,Đây là một trung tâm mua sắm lớn. Ngoài ra chúng ta còn có chỗ xem phim rất hay 😊 …,5,CGV Vincom Đồng Khởi,1
Minh Ngô Công,7 năm trước,"Rạp sang chảnh thuộc hệ thống GCV, lượng người xem tương đối không chen lấn, có giường nằm và imax :D",5,CGV Hoàng Văn Thụ,1
Nia Patty,2 năm trước,"Đó là một nơi tốt để thưởng thức bộ phim. Sạch sẽ và ấm cúng, nhân viên thân thiện.",5,CGV Thảo Điền,1
Trương Trí,5 năm trước,Rạp phim ở đây rất rộng rãi thoải mái máy có nhà vệ sinh có bắp rang bơ và nước uống,5,CGV Thảo Điền,1
Như Nguyệt,3 ngày trước,"Rạp rộng rãi, sach sẽ, toilet cũng thoáng. Hôm mình đi khá vắng, nhân viên đúng mực.",5,CGV Vincom Center Landmark,1
Doanh Nguyễn Phương,5 tháng trước,"Rạp chiếu phim sạch sẽ, nhân viên tư vấn hướng dẫn nhiệt tình. Có món cà phê kem muối phô mai mới ngon đáng thử.",5,CGV Giga Mall Thủ Đức,1
Yuan Lin Bao,6 năm trước,Nơi tốt đẹp. Tòa nhà văn phòng có rất nhiều cửa hàng và cửa hàng. Thang máy hiện đại,5,CGV Pearl Plaza,1
Henk Pakes,6 năm trước,"Trung tâm mua sắm không quá lớn. Bạn có mọi thứ ở đây. Từ rạp chiếu phim, phòng vui chơi, nhà hàng cho mọi người.",5,CGV Vincom Thủ Đức,1
Thu Giang Trần Nguyễn,6 năm trước,Tôi chỉ đánh giá 5 sao này vì các bạn đóng khung ảnh của BTS ở khắp mọi nơi. Điều đó khiến trái tim tôi yếu đuối.,5,CGV Hoàng Văn Thụ,1
Tiên Phạm,5 tháng trước,"Nhân viên tư vấn rất nhiệt tình, bắp nước ở đây lấy rất nhanh dù hôm mình đi là đông",5,CGV Giga Mall Thủ Đức,1
Uyên Hoàng,5 tháng trước,"Rạp to, không gian xem film đông người tấp nập nên có không khí xem hẳn ❤️
Lưu ý mọi người đi buổi tối xem film xong sau 9h nhớ đưa vé cho nhân viên đóng dấu và giữ vé đóng dấu đó đến khi lấy xe để ko mất phí 50k gửi xe máy và 150k ô tô (còn lại phí rẻ như mọi ngày)",5,CGV Sư Vạn Hạnh,1
Daniel Truong,8 năm trước,"Nằm trong chuỗi rạp chiếu phim nổi tiếng ở Việt Nam, trang trí đẹp, nhân viên đẹp, màn hình và âm thanh hoàn hảo.",5,CGV Hoàng Văn Thụ,1
Alex Heritier,5 tháng trước,Trung tâm mua sắm tuyệt vời với quán Starbucks ở tầng dưới và đồ ăn ngon ở tầng trên,5,CGV Sư Vạn Hạnh,1
Lê Thanh Tiềm,4 năm trước,"Rạp ở đây thấy đẹp á, nhưng mà k hiểu sao vắng người ghê. Chắc tại nó nằm xéo đường.",5,CGV Thảo Điền,1
Han Linh Vu,7 năm trước,Vẫn là Địa điểm chiếu phim hay như tôi đã ở đây từ 6 năm trước. Yêu ở đây rất nhiều!,5,CGV CT,1
Zushi Mi,5 năm trước,"Vị trí tuyệt đẹp náo nhiệt về đêm. Âm thanh hiện đại. Màn ảnh rộng, bắp nước miễn chê nhé. Mời bạn ghé qua 1 lần.",5,CGV Cresent Mall,1
Trang Thùy (Tem),8 tháng trước,"Rạp phim đẹp, sạch sẽ, rộng rãi. Âm thanh ánh sáng đều ổn. Bắp và nước ngon. Trải nghiệm cuối tuần tuyệt vời. 🥰 …",5,CGV Cresent Mall,1
37 - Nguyễn Hoàng Thiên Trang,5 tháng trước,Mình xem rất nhiều rạp CGV nhưng ưng bụng nhất là CGV gigamall vì phục vụ ở này 10đ,5,CGV Giga Mall Thủ Đức,1
J M,8 năm trước,Thực sự tốt. Giá cả hợp lý. Thức ăn và đồ uống ngon. Cảm giác và thiết lập tốt đẹp.,5,CGV Vivo City,1
Rùa Trương,6 năm trước,"Giá cả phù hợp với chất lượng. Thức ăn như bỏng ngô và hotdog khá tuyệt vời. Sẽ tốt hơn khi chúng ta mua combo. Có rất nhiều combo cho bạn lựa chọn. Ngoài ra họ còn có iMax, hạng vàng,.... Nếu bạn muốn xem phim chất lượng thì chỉ cần chọn CGV.",5,CGV Vincom Đồng Khởi,1
Peter van itegem,3 tháng trước,"Trung tâm mua sắm lớn với nhiều sự lựa chọn, khá sầm uất, không nhắm đến khách du lịch mà cả người dân địa phương.",5,CGV Sư Vạn Hạnh,1
Nguyen Aiden,2 năm trước,"Coi spiderman no way home ở đây. Rạp to, màn hình rộng, âm thanh phê. Bắp hơi dở :)",5,CGV CT,1
Quangdien Ho,3 tháng trước,"Không gian thoáng mát rộng rãi, ít khách. Tình trạng ế ẩm, shop đóng cửa nhiều quá.",5,CGV Vincom Thủ Đức,1
Mohnish Gupta,2 năm trước,Trung tâm mua sắm Giga Là một trong những trung tâm mua sắm lớn nhất mà tôi đã ghé thăm và đến 10 giờ tối thì đã gần đến nhưng dành thời gian ở đây thực sự tuyệt vời ngay cả ở cổng trước mọi người đang hát những bài hát cũng thực sự tuyệt vời.,5,CGV Giga Mall Thủ Đức,1
Danh Do,8 năm trước,"CGV vẫn là rạp chiếu phim hàng đầu Việt Nam. Liberty Citypoint mới, sạch sẽ và đẹp.",5,CGV Liberty Citypoint,1
